ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V2669,Sucursal 2,2023-01-27,1,Tablet,Calzado,300.0,1,30.0,E5,Pedro Gomez,3,20,Zona 2,Guayaquil,Tarjeta de debito,Noche
V2670,Sucursal 2,2023-03-01,5,Tablet,Accesorios,250.0,8,200.0,E1,Lucia Martinez,3,10,Zona 2,Cuenca,Transferencia,Mañana
V2671,Sucursal 2,2023-01-15,6,Pantalones,Ropa,80.0,5,900.0,E4,Jose Lopez,3,10,Zona 3,Ambato,PayPal,Tarde
V2672,Sucursal 2,2023-01-01,6,Chaqueta de cuero,Calzado,500.0,2,1200.0,E4,Ana Garcia,2,0,Zona 2,Guayaquil,PayPal,Noche
V2673,Sucursal 2,2023-01-13,9,Tablet,Electronica,,2,,E4,Jose Lopez,1,0,Zona 2,Quito,Transferencia,Mañana
V2674,Sucursal 2,2023-02-18,3,Smartphone,Accesorios,300.0,10,150.0,E1,Jose Lopez,1,15,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V2675,Sucursal 2,2023-01-03,10,Pantalones,Ropa,60.0,7,240.0,E5,Jose Lopez,2,10,Zona 2,Cuenca,Tarjeta de credito,Tarde
V2676,Sucursal 2,2023-02-24,3,Pantalones,Ropa,60.0,10,540.0,E4,Jose Lopez,4,20,Zona 3,Loja,Tarjeta de debito,Mañana
V2677,Sucursal 2,2023-02-25,4,Zapatos deportivos,Ropa,,6,,E4,Pedro Gomez,1,15,Zona 2,Ambato,Tarjeta de credito,Noche
V2678,Sucursal 2,2023-03-08,10,Camiseta,Accesorios,150.0,1,250.0,E3,Jose Lopez,5,0,Zona 2,Quito,Tarjeta de credito,Mañana
V2679,Sucursal 2,2023-02-11,6,Reloj,Accesorios,30.0,7,960.0,E3,Jose Lopez,3,5,Zona 1,Ambato,Tarjeta de debito,Tarde
V2680,Sucursal 2,2023-03-15,2,Chaqueta de cuero,Accesorios,150.0,9,120.0,E4,Lucia Martinez,2,5,Zona 3,Cuenca,Tarjeta de credito,Tarde
V2681,Sucursal 2,2023-01-28,10,Zapatos deportivos,Electronica,60.0,7,175.0,E2,Ana Garcia,1,10,Zona 2,Loja,Efectivo,Mañana
V2682,Sucursal 2,2023-03-09,4,Auriculares Bluetooth,Ropa,40.0,3,360.0,E1,Ana Garcia,5,10,Zona 2,Loja,Efectivo,Noche
V2683,Sucursal 2,2023-03-02,8,Chaqueta de cuero,Ropa,60.0,5,360.0,E5,Jose Lopez,2,20,Zona 3,Cuenca,Efectivo,Tarde
V2684,Sucursal 2,2023-01-14,5,Zapatos deportivos,Accesorios,,2,,E5,Lucia Martinez,2,10,Zona 2,Quito,Transferencia,Mañana
V2685,Sucursal 2,2023-01-19,2,Zapatos deportivos,Ropa,300.0,1,120.0,E1,Pedro Gomez,5,0,Zona 1,Guayaquil,Tarjeta de debito,Tarde
V2686,Sucursal 2,2023-03-07,4,Chaqueta de cuero,Accesorios,40.0,2,360.0,E2,Carlos Perez,4,10,Zona 1,Loja,Transferencia,Mañana
V2687,Sucursal 2,2023-03-28,6,Reloj,Ropa,120.0,3,420.0,E1,Carlos Perez,3,15,Zona 1,Cuenca,Transferencia,Tarde
V2688,Sucursal 2,2023-03-21,8,Bicicleta,Accesorios,120.0,8,270.0,E4,Pedro Gomez,5,5,Zona 1,Loja,Efectivo,Tarde
V2689,Sucursal 2,2023-01-08,9,Pantalones,Accesorios,80.0,6,125.0,E5,Carlos Perez,5,5,Zona 2,Cuenca,Transferencia,Mañana
V2690,Sucursal 2,2023-02-19,10,Bicicleta,Accesorios,30.0,2,800.0,E2,Carlos Perez,1,5,Zona 3,Guayaquil,Transferencia,Noche
V2691,Sucursal 2,2023-03-03,6,Auriculares Bluetooth,Electronica,300.0,9,3000.0,E3,Jose Lopez,4,0,Zona 2,Loja,Tarjeta de debito,Tarde
V2692,Sucursal 2,2023-01-16,3,Bicicleta,Accesorios,60.0,10,1800.0,E5,Pedro Gomez,1,15,Zona 3,Quito,Tarjeta de credito,Mañana
V2693,Sucursal 2,2023-03-17,3,Camiseta,Electronica,120.0,8,1000.0,E1,Carlos Perez,4,15,Zona 2,Guayaquil,Transferencia,Noche
V2694,Sucursal 2,2023-01-20,9,Auriculares Bluetooth,Ropa,60.0,4,1500.0,E3,Ana Garcia,1,0,Zona 3,Loja,Efectivo,Tarde
V2695,Sucursal 2,2023-03-05,6,Auriculares Bluetooth,Calzado,40.0,7,480.0,E5,Jose Lopez,5,10,Zona 2,Cuenca,Transferencia,Mañana
V2696,Sucursal 2,2023-02-14,7,Cargador inalambrico,Accesorios,25.0,10,300.0,E5,Carlos Perez,4,20,Zona 1,Ambato,PayPal,Noche
V2697,Sucursal 2,2023-01-24,9,Bicicleta,Electronica,40.0,3,1750.0,E1,Carlos Perez,4,10,Zona 1,Cuenca,Tarjeta de credito,Tarde
V2698,Sucursal 2,2023-03-25,4,Chaqueta de cuero,Ropa,120.0,9,240.0,E1,Carlos Perez,5,15,Zona 2,Guayaquil,Efectivo,Tarde
V2699,Sucursal 2,2023-01-27,5,Zapatos deportivos,Electronica,60.0,2,300.0,E4,Jose Lopez,2,5,Zona 1,Guayaquil,PayPal,Mañana
V2700,Sucursal 2,2023-01-02,7,Cargador inalambrico,Accesorios,30.0,6,4000.0,E5,Lucia Martinez,1,5,Zona 1,Cuenca,Tarjeta de credito,Mañana
V2701,Sucursal 2,2023-01-15,2,Cargador inalambrico,Electronica,250.0,8,160.0,E3,Pedro Gomez,3,0,Zona 2,Loja,PayPal,Noche
V2702,Sucursal 2,2023-02-27,4,Cargador inalambrico,Ropa,120.0,8,75.0,E4,Lucia Martinez,3,0,Zona 1,Cuenca,PayPal,Mañana
V2703,Sucursal 2,2023-02-20,2,Cargador inalambrico,Accesorios,25.0,4,240.0,E2,Carlos Perez,5,20,Zona 1,Quito,PayPal,Noche
V2704,Sucursal 2,2023-02-18,3,Bicicleta,Electronica,300.0,6,25.0,E4,Jose Lopez,3,0,Zona 3,Ambato,Transferencia,Mañana
V2705,Sucursal 2,2023-01-20,6,Pantalones,Electronica,250.0,3,60.0,E2,Lucia Martinez,2,0,Zona 1,Loja,Transferencia,Mañana
V2706,Sucursal 2,2023-01-08,6,Tablet,Ropa,40.0,9,280.0,E3,Jose Lopez,3,10,Zona 1,Cuenca,PayPal,Mañana
V2707,Sucursal 2,2023-01-08,9,Smartphone,Electronica,40.0,6,1000.0,E5,Jose Lopez,4,5,Zona 1,Loja,Efectivo,Tarde
V2708,Sucursal 2,2023-03-22,5,Bicicleta,Accesorios,25.0,10,280.0,E5,Pedro Gomez,2,20,Zona 2,Loja,Tarjeta de credito,Noche
V2709,Sucursal 2,2023-01-19,5,Chaqueta de cuero,Ropa,30.0,5,300.0,E2,Lucia Martinez,1,10,Zona 2,Loja,Efectivo,Noche
V2710,Sucursal 2,2023-03-07,1,Bicicleta,Electronica,80.0,5,90.0,E4,Jose Lopez,2,10,Zona 3,Cuenca,Efectivo,Mañana
V2711,Sucursal 2,2023-01-03,2,Camiseta,Calzado,150.0,6,600.0,E4,Ana Garcia,3,15,Zona 1,Ambato,Tarjeta de debito,Mañana
V2712,Sucursal 2,2023-03-22,4,Reloj,Electronica,25.0,3,600.0,E5,Carlos Perez,1,0,Zona 3,Ambato,Tarjeta de debito,Tarde
V2713,Sucursal 2,2023-01-27,9,Zapatos deportivos,Ropa,150.0,3,1750.0,E1,Ana Garcia,2,5,Zona 2,Loja,PayPal,Noche
V2714,Sucursal 2,2023-01-22,6,Smartphone,Electronica,80.0,10,1000.0,E4,Pedro Gomez,3,15,Zona 2,Loja,PayPal,Noche
V2715,Sucursal 2,2023-03-19,6,Pantalones,Ropa,30.0,4,25.0,E5,Carlos Perez,2,15,Zona 3,Quito,PayPal,Mañana
V2716,Sucursal 2,2023-03-10,7,Auriculares Bluetooth,Electronica,500.0,8,60.0,E4,Jose Lopez,5,20,Zona 2,Guayaquil,Efectivo,Tarde
V2717,Sucursal 2,2023-02-20,7,Auriculares Bluetooth,Electronica,40.0,3,160.0,E3,Lucia Martinez,5,10,Zona 1,Ambato,PayPal,Noche
V2718,Sucursal 2,2023-03-06,6,Reloj,Accesorios,150.0,10,60.0,E2,Jose Lopez,3,20,Zona 2,Loja,Tarjeta de debito,Tarde
V2719,Sucursal 2,2023-02-06,3,Auriculares Bluetooth,Ropa,80.0,10,4500.0,E4,Lucia Martinez,1,20,Zona 1,Loja,Efectivo,Tarde
V2720,Sucursal 2,2023-03-29,8,Zapatos deportivos,Electronica,60.0,8,360.0,E3,Lucia Martinez,3,15,Zona 2,Cuenca,PayPal,Tarde
V2721,Sucursal 2,2023-03-07,8,Tablet,Accesorios,250.0,2,180.0,E4,Carlos Perez,1,5,Zona 3,Cuenca,Tarjeta de debito,Tarde
V2722,Sucursal 2,2023-01-20,4,Smartphone,Electronica,120.0,4,600.0,E5,Carlos Perez,5,0,Zona 1,Guayaquil,Tarjeta de credito,Noche
V2723,Sucursal 2,2023-02-01,7,Tablet,Accesorios,40.0,3,2000.0,E4,Ana Garcia,1,10,Zona 3,Ambato,PayPal,Noche
V2724,Sucursal 2,2023-03-09,1,Zapatos deportivos,Electronica,30.0,6,30.0,E4,Ana Garcia,5,5,Zona 1,Guayaquil,Transferencia,Mañana
V2725,Sucursal 2,2023-01-23,3,Smartphone,Calzado,250.0,6,160.0,E4,Ana Garcia,2,20,Zona 3,Quito,Tarjeta de credito,Noche
V2726,Sucursal 2,2023-02-19,5,Camiseta,Electronica,120.0,1,1500.0,E2,Carlos Perez,1,0,Zona 3,Ambato,Efectivo,Noche
V2727,Sucursal 2,2023-03-28,2,Auriculares Bluetooth,Calzado,250.0,5,60.0,E5,Lucia Martinez,3,15,Zona 1,Loja,Tarjeta de credito,Tarde
V2728,Sucursal 2,2023-02-27,9,Cargador inalambrico,Ropa,40.0,1,240.0,E1,Ana Garcia,1,15,Zona 3,Quito,Tarjeta de debito,Noche
V2729,Sucursal 2,2023-02-17,6,Zapatos deportivos,Ropa,40.0,3,180.0,E1,Jose Lopez,2,10,Zona 1,Loja,Tarjeta de credito,Noche
V2730,Sucursal 2,2023-03-16,8,Pantalones,Electronica,60.0,1,30.0,E4,Jose Lopez,2,20,Zona 1,Quito,Transferencia,Noche
V2731,Sucursal 2,2023-02-05,8,Tablet,Accesorios,80.0,6,120.0,E4,Ana Garcia,2,5,Zona 3,Loja,Tarjeta de credito,Mañana
V2732,Sucursal 2,2023-01-14,6,Bicicleta,Accesorios,150.0,3,4000.0,E5,Carlos Perez,4,15,Zona 1,Cuenca,Transferencia,Mañana
V2733,Sucursal 2,2023-03-26,2,Bicicleta,Accesorios,40.0,6,750.0,E4,Pedro Gomez,3,5,Zona 3,Cuenca,Efectivo,Tarde
V2734,Sucursal 2,2023-01-09,7,Chaqueta de cuero,Calzado,80.0,10,420.0,E2,Pedro Gomez,2,20,Zona 3,Guayaquil,Tarjeta de credito,Noche
V2735,Sucursal 2,2023-02-10,3,Tablet,Accesorios,,6,,E5,Pedro Gomez,2,15,Zona 2,Cuenca,Tarjeta de credito,Noche
V2736,Sucursal 2,2023-02-18,6,Cargador inalambrico,Ropa,300.0,6,300.0,E1,Lucia Martinez,4,15,Zona 1,Ambato,PayPal,Tarde
V2737,Sucursal 2,2023-03-04,9,Reloj,Electronica,120.0,7,640.0,E4,Pedro Gomez,4,20,Zona 2,Cuenca,Efectivo,Mañana
V2738,Sucursal 2,2023-03-09,4,Zapatos deportivos,Electronica,300.0,4,175.0,E4,Ana Garcia,2,15,Zona 1,Loja,Transferencia,Mañana
V2739,Sucursal 2,2023-02-23,8,Smartphone,Accesorios,25.0,6,2250.0,E2,Lucia Martinez,1,15,Zona 1,Guayaquil,PayPal,Mañana
V2740,Sucursal 2,2023-03-01,3,Camiseta,Calzado,25.0,7,600.0,E4,Lucia Martinez,5,5,Zona 1,Guayaquil,PayPal,Noche
V2741,Sucursal 2,2023-02-08,4,Zapatos deportivos,Accesorios,,1,,E1,Jose Lopez,3,10,Zona 1,Ambato,PayPal,Tarde
V2742,Sucursal 2,2023-02-18,7,Pantalones,Ropa,80.0,6,125.0,E5,Lucia Martinez,3,5,Zona 1,Quito,PayPal,Mañana
V2743,Sucursal 2,2023-01-07,6,Zapatos deportivos,Ropa,60.0,5,560.0,E5,Ana Garcia,5,15,Zona 2,Guayaquil,Tarjeta de credito,Noche
V2744,Sucursal 2,2023-03-30,5,Smartphone,Electronica,80.0,5,3500.0,E1,Jose Lopez,3,20,Zona 3,Cuenca,Tarjeta de debito,Mañana
V2745,Sucursal 2,2023-02-21,9,Cargador inalambrico,Electronica,60.0,9,320.0,E4,Ana Garcia,1,20,Zona 1,Quito,Tarjeta de debito,Tarde
V2746,Sucursal 2,2023-03-30,1,Smartphone,Accesorios,40.0,9,1050.0,E4,Jose Lopez,3,20,Zona 3,Quito,Tarjeta de debito,Mañana
V2747,Sucursal 2,2023-03-28,2,Cargador inalambrico,Ropa,25.0,6,420.0,E5,Ana Garcia,4,10,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V2748,Sucursal 2,2023-02-05,3,Reloj,Electronica,80.0,9,1500.0,E2,Lucia Martinez,1,15,Zona 2,Quito,Tarjeta de credito,Noche
V2749,Sucursal 2,2023-03-04,9,Auriculares Bluetooth,Ropa,120.0,3,2250.0,E3,Pedro Gomez,3,15,Zona 1,Guayaquil,Efectivo,Noche
V2750,Sucursal 2,2023-01-09,8,Auriculares Bluetooth,Accesorios,80.0,7,125.0,E4,Lucia Martinez,5,10,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V2751,Sucursal 2,2023-03-23,5,Smartphone,Accesorios,30.0,2,400.0,E4,Pedro Gomez,5,5,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V2752,Sucursal 2,2023-02-27,1,Chaqueta de cuero,Ropa,40.0,3,270.0,E5,Pedro Gomez,1,20,Zona 3,Quito,PayPal,Mañana
V2753,Sucursal 2,2023-01-02,9,Camiseta,Electronica,500.0,10,900.0,E2,Carlos Perez,2,10,Zona 2,Guayaquil,Tarjeta de credito,Noche
V2754,Sucursal 2,2023-01-27,9,Pantalones,Accesorios,25.0,6,210.0,E1,Ana Garcia,2,5,Zona 3,Guayaquil,Efectivo,Tarde
V2755,Sucursal 2,2023-02-25,2,Auriculares Bluetooth,Accesorios,80.0,9,240.0,E5,Carlos Perez,1,5,Zona 2,Cuenca,Transferencia,Tarde
V2756,Sucursal 2,2023-03-25,5,Tablet,Calzado,,5,,E4,Lucia Martinez,5,10,Zona 3,Cuenca,Tarjeta de debito,Noche
V2757,Sucursal 2,2023-02-08,3,Chaqueta de cuero,Accesorios,150.0,9,400.0,E3,Jose Lopez,5,10,Zona 3,Guayaquil,Tarjeta de credito,Tarde
V2758,Sucursal 2,2023-02-08,4,Auriculares Bluetooth,Ropa,25.0,9,480.0,E3,Ana Garcia,4,0,Zona 3,Loja,Efectivo,Mañana
V2759,Sucursal 2,2023-02-17,9,Reloj,Accesorios,40.0,4,80.0,E5,Ana Garcia,3,10,Zona 3,Quito,Tarjeta de credito,Noche
V2760,Sucursal 2,2023-03-06,8,Smartphone,Calzado,250.0,7,2100.0,E5,Pedro Gomez,4,20,Zona 3,Ambato,Efectivo,Mañana
V2761,Sucursal 2,2023-03-06,7,Auriculares Bluetooth,Ropa,,8,,E3,Jose Lopez,5,10,Zona 3,Ambato,Tarjeta de credito,Tarde
V2762,Sucursal 2,2023-03-02,2,Smartphone,Accesorios,250.0,3,90.0,E4,Carlos Perez,5,15,Zona 3,Quito,PayPal,Mañana
V2763,Sucursal 2,2023-03-03,4,Bicicleta,Ropa,250.0,9,320.0,E2,Pedro Gomez,3,5,Zona 2,Loja,Efectivo,Noche
V2764,Sucursal 2,2023-03-17,5,Auriculares Bluetooth,Electronica,,7,,E2,Lucia Martinez,3,10,Zona 1,Guayaquil,Transferencia,Tarde
V2765,Sucursal 2,2023-02-21,6,Camiseta,Accesorios,300.0,5,1050.0,E4,Carlos Perez,2,15,Zona 2,Guayaquil,PayPal,Noche
V2766,Sucursal 2,2023-03-18,2,Cargador inalambrico,Calzado,60.0,10,30.0,E1,Ana Garcia,2,20,Zona 2,Cuenca,Tarjeta de credito,Noche
V2767,Sucursal 2,2023-03-20,7,Camiseta,Electronica,30.0,8,1350.0,E3,Lucia Martinez,5,5,Zona 1,Quito,Tarjeta de credito,Tarde
V2768,Sucursal 2,2023-02-16,10,Cargador inalambrico,Accesorios,40.0,2,125.0,E1,Lucia Martinez,1,10,Zona 1,Quito,Tarjeta de debito,Mañana
V2769,Sucursal 2,2023-01-07,2,Tablet,Electronica,60.0,4,280.0,E5,Carlos Perez,5,10,Zona 2,Guayaquil,Tarjeta de credito,Noche
V2770,Sucursal 2,2023-01-15,6,Auriculares Bluetooth,Ropa,60.0,1,1000.0,E1,Ana Garcia,5,15,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V2771,Sucursal 2,2023-04-01,8,Auriculares Bluetooth,Accesorios,25.0,3,600.0,E4,Carlos Perez,3,20,Zona 2,Loja,PayPal,Tarde
V2772,Sucursal 2,2023-02-21,8,Tablet,Electronica,40.0,1,2000.0,E1,Carlos Perez,2,10,Zona 3,Guayaquil,Tarjeta de credito,Noche
V2773,Sucursal 2,2023-03-27,3,Cargador inalambrico,Calzado,500.0,9,1350.0,E1,Jose Lopez,4,20,Zona 2,Quito,Tarjeta de debito,Mañana
V2774,Sucursal 2,2023-02-04,7,Tablet,Ropa,30.0,3,480.0,E5,Jose Lopez,1,10,Zona 1,Loja,Transferencia,Tarde
V2775,Sucursal 2,2023-02-05,10,Pantalones,Electronica,300.0,5,900.0,E3,Pedro Gomez,4,0,Zona 1,Cuenca,Efectivo,Mañana
V2776,Sucursal 2,2023-02-01,10,Auriculares Bluetooth,Accesorios,30.0,5,3000.0,E3,Jose Lopez,3,10,Zona 2,Ambato,PayPal,Tarde
V2777,Sucursal 2,2023-01-08,2,Cargador inalambrico,Accesorios,80.0,1,125.0,E3,Carlos Perez,2,10,Zona 3,Guayaquil,Transferencia,Mañana
V2778,Sucursal 2,2023-03-24,10,Cargador inalambrico,Ropa,30.0,4,2000.0,E5,Ana Garcia,4,20,Zona 2,Ambato,Tarjeta de debito,Mañana
V2779,Sucursal 2,2023-02-24,6,Chaqueta de cuero,Electronica,60.0,8,80.0,E2,Carlos Perez,1,5,Zona 2,Loja,Tarjeta de credito,Mañana
V2780,Sucursal 2,2023-01-12,10,Camiseta,Calzado,250.0,6,1500.0,E2,Lucia Martinez,3,10,Zona 1,Cuenca,Efectivo,Mañana
V2781,Sucursal 2,2023-01-15,8,Bicicleta,Calzado,80.0,4,240.0,E1,Lucia Martinez,4,10,Zona 3,Ambato,Tarjeta de debito,Mañana
V2782,Sucursal 2,2023-01-05,6,Zapatos deportivos,Ropa,250.0,8,120.0,E5,Lucia Martinez,2,0,Zona 2,Cuenca,PayPal,Mañana
V2783,Sucursal 2,2023-01-04,2,Tablet,Ropa,30.0,7,150.0,E4,Pedro Gomez,2,5,Zona 1,Guayaquil,Efectivo,Tarde
V2784,Sucursal 2,2023-03-13,3,Cargador inalambrico,Accesorios,25.0,10,3000.0,E5,Carlos Perez,3,5,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V2785,Sucursal 2,2023-01-12,3,Camiseta,Ropa,25.0,9,1200.0,E5,Carlos Perez,5,15,Zona 2,Cuenca,Tarjeta de credito,Noche
V2786,Sucursal 2,2023-01-03,6,Pantalones,Accesorios,30.0,4,240.0,E5,Ana Garcia,4,0,Zona 3,Loja,Efectivo,Tarde
V2787,Sucursal 2,2023-03-31,7,Pantalones,Electronica,60.0,2,1750.0,E2,Pedro Gomez,1,20,Zona 1,Quito,PayPal,Noche
V2788,Sucursal 2,2023-02-14,3,Camiseta,Ropa,300.0,8,500.0,E3,Ana Garcia,2,5,Zona 1,Ambato,Efectivo,Mañana
V2789,Sucursal 2,2023-02-11,5,Zapatos deportivos,Electronica,40.0,1,2000.0,E4,Jose Lopez,3,5,Zona 1,Quito,Tarjeta de debito,Noche
V2790,Sucursal 2,2023-03-24,2,Tablet,Ropa,250.0,6,600.0,E5,Pedro Gomez,2,5,Zona 2,Ambato,Efectivo,Noche
V2791,Sucursal 2,2023-01-20,5,Pantalones,Ropa,60.0,5,720.0,E4,Pedro Gomez,3,5,Zona 2,Cuenca,Tarjeta de debito,Noche
V2792,Sucursal 2,2023-02-27,6,Chaqueta de cuero,Accesorios,250.0,5,1000.0,E1,Jose Lopez,3,10,Zona 3,Quito,PayPal,Tarde
V2793,Sucursal 2,2023-02-28,9,Bicicleta,Ropa,500.0,1,600.0,E5,Carlos Perez,4,20,Zona 1,Loja,Tarjeta de debito,Mañana
V2794,Sucursal 2,2023-03-16,9,Tablet,Electronica,60.0,1,420.0,E5,Ana Garcia,3,10,Zona 1,Loja,Tarjeta de credito,Tarde
V2795,Sucursal 2,2023-04-01,4,Tablet,Ropa,25.0,7,150.0,E1,Carlos Perez,1,10,Zona 2,Loja,Tarjeta de credito,Noche
V2796,Sucursal 2,2023-02-09,4,Chaqueta de cuero,Calzado,40.0,10,4000.0,E2,Carlos Perez,5,0,Zona 3,Cuenca,PayPal,Noche
V2797,Sucursal 2,2023-03-04,8,Chaqueta de cuero,Electronica,30.0,10,280.0,E4,Carlos Perez,5,15,Zona 1,Guayaquil,Efectivo,Mañana
V2798,Sucursal 2,2023-02-16,2,Zapatos deportivos,Calzado,25.0,5,300.0,E3,Pedro Gomez,3,20,Zona 1,Guayaquil,PayPal,Noche
V2799,Sucursal 2,2023-02-16,5,Chaqueta de cuero,Accesorios,30.0,4,240.0,E1,Ana Garcia,3,10,Zona 3,Guayaquil,Tarjeta de credito,Noche
